Outlet
UNIQLO 23 PASKAL
UNIQLO AEON MALL BSD CITY
UNIQLO AEON MALL DELTAMAS
UNIQLO AEON MALL JAKARTA GARDEN CITY
UNIQLO AEON MALL SENTUL CITY
UNIQLO AEON MALL TANJUNG BARAT
UNIQLO BEACHWALK (SHERATON GATE)
UNIQLO BIG MALL
UNIQLO BINTARO JAYA XCHANGE MALL
UNIQLO BOTANI SQUARE MALL
UNIQLO CIBINONG CITY MALL
UNIQLO CIPUTRA MALL JAKARTA
UNIQLO CIPUTRA WORLD SURABAYA
UNIQLO CIREBON SUPERBLOCK
UNIQLO DELIPARK MALL
UNIQLO DP MALL
UNIQLO DUTA MALL
UNIQLO EMPORIUM PLUIT MALL
UNIQLO FESTIVAL CITY LINK BANDUNG
UNIQLO GAIA BUMI RAYA CITY
UNIQLO GALAXY MALL 3
UNIQLO GANDARIA CITY
UNIQLO GRAND BATAM MALL
UNIQLO GRAND GALAXY PARK
UNIQLO GRAND INDONESIA
(OPENS 21 MAR) UNIQLO GRAND KOTA BINTANG
UNIQLO GRAND METROPOLITAN BEKASI
UNIQLO GREEN SEDAYU MALL
UNIQLO HERITAGE BANDUNG
UNIQLO HIVE HARAPAN INDAH
UNIQLO ICON BALI MALL
UNIQLO JAMBI TOWN SQUARE
UNIQLO LA PIAZZA MAL KELAPA GADING
UNIQLO LEVEL 21 MALL
UNIQLO LIPPO MALL KEMANG
UNIQLO LIPPO MALL PURI
UNIQLO LIPPO PLAZA SIDOARJO
UNIQLO LIVING WORLD ALAM SUTERA
UNIQLO LIVING WORLD DENPASAR
(OPENS 21 MAR) UNIQLO LIVING WORLD KOTA WISATA
UNIQLO LIVING WORLD PEKANBARU
UNIQLO LOMBOK EPICENTRUM MALL
UNIQLO LOTTE SHOPPING AVENUE
UNIQLO MAL BALI GALERIA
UNIQLO MAL BOEMI KEDATON
UNIQLO MAL CIPUTRA TANGERANG
UNIQLO MALL OF INDONESIA
UNIQLO MALL TAMAN ANGGREK
UNIQLO MANADO TOWN SQUARE
UNIQLO MARGOCITY
UNIQLO NEO SOHO
UNIQLO NIPAH MALL
UNIQLO ONE DISTRICT PURI
(OPENS 14 MAR) UNIQLO PAKUWON CITY MALL
UNIQLO PAKUWON MALL
UNIQLO PAKUWON MALL BEKASI
UNIQLO PAKUWON MALL JOGJA
UNIQLO PAKUWON MALL SOLO BARU
UNIQLO PALEMBANG ICON
UNIQLO PARIS VAN JAVA
UNIQLO PENTACITY
UNIQLO PIK AVENUE
UNIQLO PLAZA AMBARRUKMO YOGYAKARTA
UNIQLO PONDOK INDAH MALL
UNIQLO PONDOK INDAH MALL 3
UNIQLO QUEEN CITY MALL
UNIQLO RESINDA PARK MALL
UNIQLO SENAYAN CITY
UNIQLO SOLO PARAGON MALL
UNIQLO SUMMARECON MALL BANDUNG
UNIQLO SUMMARECON MALL BEKASI
UNIQLO SUMMARECON MALL SERPONG
UNIQLO SUN PLAZA
UNIQLO SUPERMAL KARAWACI
UNIQLO TRANS STUDIO MALL BANDUNG
UNIQLO TRANS STUDIO MALL CIBUBUR
UNIQLO TRANS STUDIO MALL MAKASSAR
UNIQLO TUNJUNGAN PLAZA 3
UNIQLO UNIMAS DISTRICT
